,social_p,social_r,ILO_total,ILO_social,year,share1,PV_EST,PV_PER_RNK,PV_PER_RNK_UPPER,PV_STD_ERR,GE_EST,GE_PER_RNK,GE_PER_RNK_UPPER,GE_STD_ERR,RQ_EST,RQ_PER_RNK,RQ_PER_RNK_UPPER,RQ_STD_ERR,remittance_usd,remittance_gdp,gdp,incomeLevel,region,is_eca,gini,FSR,social_p_est1,social_p_est2,social_p_est2_nofsr,social_p_est2_fsr,social_p_est3,social_p_est4,social_p_est,social_r_est
Somalia,,,,,,,-2.48787784576416,1.94174754619598,5.31400966644287,0.218231543898582,-2.47966861724854,0.0,0.956937789916992,0.225884035229683,-2.11386275291443,1.44230771064758,3.3492822647094704,0.222535997629166,21700494.77,,,Low income,Sub-Saharan Africa (all income levels),False,,False,,,,,,,,
South Africa,0.7327359555846154,0.09087076465545328,9.79,5.05,2010.0,0.0245,-0.0756008923053741,43.203884124755895,57.0048294067383,0.19970490038394895,0.328388512134552,65.38461303710939,72.7272720336914,0.175304800271988,0.322008103132248,63.94230651855471,71.291862487793,0.166935101151466,913403103.749989,0.26086736468717503,704686447969.6791,Upper middle income,Sub-Saharan Africa (all income levels),False,63.38,False,0.3527701842694651,0.32645790630049526,0.33277814177370146,,0.33054427786681123,0.2861717498122517,0.33054427786681123,0.13678291134495343
South Asia,,,,,,,,,,,,,,,,,,,115529284432.674,4.4628508089898,9140971185583.53,Aggregates,Aggregates,False,,False,,,,,,,,
South Sudan,,,,,,,-2.53829336166382,0.970873773097992,5.31400966644287,0.250697612762451,-2.12538647651672,0.480769217014313,1.91387557983398,0.225775077939034,-1.63252425193787,4.32692289352417,8.13397121429443,0.215503633022308,,,24047201328.0283,Low income,Sub-Saharan Africa (all income levels),False,,False,,,,,,,,
Spain,0.52520472,0.428425678,26.41,19.19,2011.0,0.0541,0.3163184225559231,58.2524261474609,67.6328506469727,0.19970490038394895,1.15410530567169,84.6153869628906,90.90908813476558,0.227214962244034,0.7771537899971009,75.4807662963867,84.2105255126953,0.22925907373428306,3119047271.02133,0.225798320857823,1562939556109.31,High income: OECD,Europe & Central Asia (all income levels),True,35.89,False,0.562075348048896,0.49863798514939195,0.5086411605737845,,0.49976311307052124,0.5614704254387889,0.49976311307052124,0.16905439624544838
Sri Lanka,0.08488117518313967,0.08099955002727935,3.0,1.69,2012.0,0.07719999999999999,-0.25050723552703896,34.9514579772949,50.241546630859396,0.20479880273342105,0.0888067632913589,57.211540222168,69.37799072265629,0.19892506301403,-0.0833979621529579,50.0,60.28708267211911,0.183728620409966,7036326550.85948,8.926673804685619,230769818273.755,Lower middle income,South Asia,False,38.58,False,0.27526174514134094,0.2547156947925541,0.24257653004557353,,0.24683898179015998,0.17201242617968968,0.24683898179015998,0.11972327747505765
St. Kitts and Nevis,,,5.61,3.01,2010.0,,0.49796399474144,63.5922317504883,79.71014404296879,0.27711081504821805,-0.0815622955560684,50.480770111084006,71.7703323364258,0.351028442382813,0.16560047864913902,57.211540222168,74.1626815795898,0.333778768777847,51570135.9219,6.05139043700903,1276870573.84302,High income: nonOECD,Latin America & Caribbean (all income levels),False,,False,0.2906685188371479,0.25641158153030214,0.2518531991979238,,0.25364232530970116,0.25419345958320555,0.25364232530970116,0.1223423405221354
St. Lucia,,,5.97,1.72,2010.0,,0.8829262852668759,78.1553421020508,96.1352691650391,0.259716004133224,-0.0186913330107927,53.846153259277294,71.291862487793,0.305306077003479,0.240645542740822,61.538459777832,73.2057418823242,0.268312782049179,30146932.5926,2.14655913715754,1971069833.27732,Upper middle income,Latin America & Caribbean (all income levels),False,42.58,False,0.22998370218234487,0.23174687389492082,0.2312603586568588,,0.23417321769348384,0.24411179747846204,0.23417321769348384,0.1176044680815582
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,High income: nonOECD,Latin America & Caribbean (all income levels),False,,False,,,,,,,,
St. Vincent and the Grenadines,,,8.25,4.35,2010.0,,0.8829262852668759,78.1553421020508,96.1352691650391,0.259716004133224,0.120847523212433,59.13461685180661,73.684211730957,0.351028442382813,0.31415849924087497,62.980770111084006,75.59808349609379,0.2891108095645901,32558995.3256084,4.46435984783199,1173136086.44427,Upper middle income,Latin America & Caribbean (all income levels),False,,False,0.33747716857252874,0.2983177061926406,0.29746999185700307,,0.29712853745541173,0.28799584934519307,0.29712853745541173,0.13069905888622332
Sudan,,,2.27,0.29,2010.0,,-2.35623717308044,3.88349509239197,5.79710149765015,0.218231543898582,-1.60681557655334,3.8461537361145,8.61244010925293,0.19562509655952495,-1.39001202583313,6.730769157409671,12.9186601638794,0.180995270609856,506556821.863654,0.686252365017929,160129848957.763,Lower middle income,Sub-Saharan Africa (all income levels),False,35.39,False,-0.11270506578412985,-0.06339081791122463,-0.06515421100743564,,-0.05276279781686008,0.035021625258550015,-0.05276279781686008,0.06410383231239843
Suriname,,,,,,,0.22578902542591106,55.82524108886721,65.2173919677734,0.214273899793625,-0.156905993819237,46.63461685180661,62.200958251953104,0.256379634141922,-0.601935565471649,29.807691574096694,48.3253593444824,0.275265872478485,8833808.60389336,0.169545006355985,8955141744.2085,Upper middle income,Latin America & Caribbean (all income levels),False,57.61,False,,,,,,,,
Swaziland,,,7.32,1.78,2010.0,,-0.519841969013214,28.155340194702106,40.0966186523438,0.222926273941994,-0.5317171812057501,31.730770111084,45.45454406738279,0.20212534070015,-0.455334931612015,34.134616851806605,48.80382919311521,0.203212887048721,24495451.6187379,0.555088421883936,10523588150.4991,Lower middle income,Sub-Saharan Africa (all income levels),False,51.45,False,0.16593255796390555,0.16437144052414368,0.16786137874235613,,0.1712959514294226,0.1653578474685138,0.1712959514294226,0.10695201060294676
Sweden,0.45691392,0.347844955,28.3,21.31,2010.0,0.0952,1.07446134090424,86.8932037353516,98.06763458251949,0.19970490038394895,1.78879809379578,95.6730804443359,99.5215301513672,0.227214962244034,1.80319797992706,96.1538467407227,99.5215301513672,0.22925907373428306,4442308850.88968,0.777864279852735,439204270566.032,High income: OECD,Europe & Central Asia (all income levels),True,27.32,False,0.6467625685521752,0.587083917686811,0.5951441101632001,,0.5847545081712406,0.5776107558862702,0.5847545081712406,0.18383487910135868
Switzerland,,,20.55,13.82,2010.0,,1.2444674968719498,93.68932342529301,99.51690673828129,0.203709542751312,2.12814140319824,99.5192337036133,100.0,0.227214962244034,1.8180427551269496,96.63461303710942,99.5215301513672,0.24693103134632105,2349310420.8384,0.335119254075033,487517767041.142,High income: OECD,Europe & Central Asia (all income levels),True,31.64,False,0.6462839743632597,0.6095511842861133,0.6157857579078561,,0.6062663926271028,0.7394622388180419,0.6062663926271028,0.18641576062180537
Syrian Arab Republic,0.0449077463751928,0.12255292524153776,1.91,0.35,2010.0,0.0768,-2.75742030143738,0.0,3.86473441123962,0.218231543898582,-1.44138288497925,6.730769157409671,16.2679424285889,0.242710754275322,-1.67392683029175,3.8461537361145,8.13397121429443,0.224365189671516,1622538750.0,2.55028414853048,,Lower middle income,Middle East & North Africa (all income levels),False,35.77,False,-0.06808624741180273,-0.03003524063410641,-0.03451652967276522,,-0.022745303993083887,0.02358136667083588,-0.022745303993083887,0.06970533326269641
São Tomé and Príncipe,,,4.93,0.74,2010.0,,,,,,,,,,,,,,26827848.805573106,7.951030573209749,591869648.178209,,,,30.82,False,,,,,,,,
Taiwan,,,9.68,6.36,2010.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
"Taiwan, China",,,,,,,0.80479907989502,75.2427215576172,90.33816528320308,0.203709542751312,1.37445890903473,87.9807662963867,94.7368392944336,0.220006078481674,1.29747247695923,88.9423065185547,92.82296752929692,0.21994639933109306,,,,High income: nonOECD,East Asia & Pacific (all income levels),False,,False,,,,,,,,
Tajikistan,,,6.75,4.96,2012.0,,-0.677500665187836,23.300970077514602,33.3333320617676,0.222926273941994,-0.746277689933777,22.5961532592773,39.712917327880895,0.21903863549232505,-1.01020658016205,15.865385055542,26.7942581176758,0.186795070767403,3975183338.21968,43.0138868041496,22322055383.5321,Lower middle income,Europe & Central Asia (all income levels),True,30.77,True,0.4450209996976444,0.47276706757729803,,0.6059334808328305,0.4257993663327729,0.46137697284344836,0.4257993663327729,0.21772425210315466
Tanzania,0.04670887958789026,0.055755721231879295,6.81,2.33,2010.0,0.0739,-0.536367833614349,27.1844654083252,38.6473426818848,0.20479880273342105,-0.6424145102500921,26.9230766296387,42.105262756347706,0.181937411427498,-0.342903763055801,41.346153259277294,50.7177047729492,0.172010317444801,389485169.000959,0.8104703883848939,127690859691.874,Low income,Sub-Saharan Africa (all income levels),False,37.78,False,0.17764535056287722,0.16341845261435436,0.16784713684984107,,0.17054052547497223,0.16159810407970343,0.17054052547497223,0.10750268885465293
Thailand,0.29254505240321776,0.5114841293292219,7.24,4.98,2011.0,0.0676,-0.907829225063324,16.5048542022705,26.086956024169893,0.19970490038394895,0.339194238185883,65.86538696289061,72.7272720336914,0.193689078092575,0.265883296728134,62.019229888915994,70.33493041992189,0.180651679635048,5655231604.78119,1.39696072211007,1065673194790.51,Upper middle income,East Asia & Pacific (all income levels),False,39.26,False,0.3585838464195411,0.3288345511971424,0.3331732577065888,,0.3312210419689079,0.2654521555801107,0.3312210419689079,0.136863262025791
Timor-Leste,,,4.24,2.61,2013.0,,-0.216716021299362,37.3786392211914,52.6570053100586,0.222926273941994,-1.15513861179352,12.5,21.5311012268066,0.22940781712532,-0.886472463607788,19.7115383148193,32.0574150085449,0.223372876644135,43679895.14,3.08256140719831,2699317325.99243,Lower middle income,East Asia & Pacific (all income levels),False,31.56,False,0.14005909643675996,0.10553548473155147,0.10780859803534967,,0.11157589110254901,0.0925286404422931,0.11157589110254901,0.09771839510414146
Togo,,,5.73,2.31,2010.0,,-0.16412173211574602,39.3203887939453,54.5893707275391,0.218231543898582,-1.25878465175629,9.61538505554199,16.746412277221697,0.195208579301834,-0.820584118366241,23.0769233703613,32.0574150085449,0.180995270609856,343227931.884529,7.59615415484218,10166292676.3546,Low income,Sub-Saharan Africa (all income levels),False,46.02,False,0.1406003217463731,0.09267570978221273,0.08713663972675467,,0.0925598245522162,0.09968462496678712,0.0925598245522162,0.09416234549957293
Tonga,,,8.11,1.05,2005.0,,0.8042284250259399,74.7572784423828,93.7198104858398,0.27711081504821805,-0.0805874615907669,50.961540222168,70.8134002685547,0.332227975130081,-0.443694978952408,35.0961532592773,53.5885162353516,0.27700465917587297,114197741.192291,26.2898177733703,550220381.781979,Upper middle income,East Asia & Pacific (all income levels),False,38.1,False,0.30314157117017637,0.23477151467979052,0.1920293100038494,,0.2022376237021387,0.17858835107025411,0.2022376237021387,0.11090421806741853
Trinidad and Tobago,,,8.96,5.64,2010.0,,0.25779688358306896,57.2815551757813,66.1835784912109,0.214273899793625,0.28705814480781605,64.4230804443359,72.7272720336914,0.217138513922691,0.20929710566997506,59.615383148193395,70.8134002685547,0.220634445548058,130993692.704423,0.453537444082515,43299057266.0345,High income: nonOECD,Latin America & Caribbean (all income levels),False,40.27,False,0.3584937155724502,0.32672728640975557,0.333276499255563,,0.3307498253689382,0.31434921766207996,0.3307498253689382,0.13709695020783594
Tunisia,,,10.4,8.91,2011.0,,-0.933423280715942,15.048543930053699,25.6038646697998,0.20479880273342105,-0.12838596105575598,48.55769348144529,60.76554870605471,0.181937411427498,-0.348509848117828,40.865383148193395,50.2392349243164,0.161920502781868,2346621114.17085,4.8271818091279295,125753028004.248,Upper middle income,Middle East & North Africa (all income levels),False,35.81,False,0.37228512791017376,0.3012433602588942,0.3033214720951634,,0.30084757260195866,0.22558722458401748,0.30084757260195866,0.13314421693498713
Turkey,0.2914336039117214,0.2039548719407596,13.11,7.21,2011.0,0.057999999999999996,-1.05911529064178,12.1359224319458,21.7391300201416,0.19970490038394895,0.3807401955127721,67.3076934814453,73.684211730957,0.19363392889499695,0.4080243408679961,66.3461532592773,73.2057418823242,0.169058635830879,1128000000.0,0.14127739232572398,1502523213769.79,Upper middle income,Europe & Central Asia (all income levels),True,40.17,False,0.3887586432950416,0.3503851718520314,0.3582563649387558,,0.3545537074455204,0.586279143985126,0.3545537074455204,0.14178244180063487
Turkmenistan,,,,,,,0.075177937746048,48.5436897277832,60.869564056396506,0.22739322483539606,-0.863593399524689,17.7884616851807,36.8421058654785,0.257092237472534,-2.0887386798858603,1.92307686805725,3.3492822647094704,0.19562442600727106,4420000.076,0.185770350343899,82121218423.3578,Upper middle income,Europe & Central Asia (all income levels),True,40.77,True,,,,,,,,
Tuvalu,,,13.36,4.68,2005.0,,1.33159673213959,97.0873794555664,99.51690673828129,0.3207258582115169,-0.934852540493011,16.826923370361303,39.2344512939453,0.332227975130081,-0.928816020488739,19.230770111084002,36.3636360168457,0.3155252635478969,4056908.0449,10.715679403912999,37250134.8870457,Upper middle income,East Asia & Pacific (all income levels),False,,False,0.2542899152898332,0.17362401602702832,0.16504521747004952,,0.16786562952004908,0.13564534032024927,0.16786562952004908,0.10880640796035528
Uganda,0.4820507960439505,0.11868131619167735,3.46,1.16,2011.0,0.0581,-0.929117143154144,16.019416809082,25.6038646697998,0.20479880273342105,-0.398749470710754,38.461540222168004,49.7607650756836,0.181937411427498,-0.364753127098084,39.42307662963871,50.2392349243164,0.172010317444801,887407496.290433,3.28687979991023,66908235113.5959,Low income,Sub-Saharan Africa (all income levels),False,42.37,False,0.15830142750325188,0.16483873397758086,0.16168894039589252,,0.1670773309146741,0.16970423738008295,0.1670773309146741,0.10515057850447211
Ukraine,0.4945787511353011,0.3007949956438002,17.42,13.6,2011.0,0.1021,-1.92883551120758,6.3106794357299805,7.729468822479251,0.19970490038394895,-0.379533857107162,40.384616851806605,53.1100463867188,0.203877478837967,-0.6255454421043399,28.8461532592773,42.105262756347706,0.17391468584537498,7354000000.0,5.57944913220419,370533589131.58704,Lower middle income,Europe & Central Asia (all income levels),True,24.55,False,0.3835907245388228,0.29020358091761694,0.2933460146099018,,0.28993617182993986,0.4907057231055156,0.28993617182993986,0.1323481690970773
United Arab Emirates,,,3.76,2.16,2011.0,,0.8148251175880429,75.728157043457,90.33816528320308,0.19970490038394895,1.4772849082946795,90.38461303710942,97.60765838623051,0.220006078481674,0.9772903919219972,80.288459777832,89.4736862182617,0.207180932164192,,,614896592520.7,High income: nonOECD,Middle East & North Africa (all income levels),False,,False,,,,,0.43355924311471705,0.34245166696067686,0.43355924311471705,0.15223327739730116
United Kingdom,0.68410164,0.41424028799999996,23.84,16.35,2010.0,0.0577,0.44019657373428295,60.67961120605471,72.4637680053711,0.19970490038394895,1.616175532341,92.78845977783199,98.5645904541016,0.227214962244034,1.83011531829834,97.11538696289058,99.5215301513672,0.22925907373428306,4922776465.23298,0.164702316148304,2597421223924.82,High income: OECD,Europe & Central Asia (all income levels),True,32.57,False,0.601068210480907,0.550874563394039,0.5592604719445011,,0.5500700017892496,0.6573315518873588,0.5500700017892496,0.17724216864100656
United States,0.63,0.09,19.92,11.34,2010.0,0.047,0.6203413009643549,66.9902877807617,79.71014404296879,0.19970490038394895,1.45750093460083,89.9038467407227,97.60765838623051,0.227214962244034,1.2718394994735702,88.46154022216801,92.82296752929692,0.22925907373428306,6908000000.0,0.0396578448820254,17419000000000.0,High income: OECD,North America,False,41.06,False,0.5507851216983978,0.5122861103393429,0.5197328759087018,,0.5122017605525793,0.6139491928196809,0.5122017605525793,0.16985087963116602
Uruguay,0.23173998070470125,0.2115162775501324,17.9,13.05,2010.0,0.052300000000000006,0.999895572662354,83.4951477050781,97.10144805908199,0.20479880273342105,0.480369806289673,71.1538467407227,74.1626815795898,0.202521428465843,0.521544098854065,69.711540222168,75.59808349609379,0.187134712934494,122034000.0,0.212340025570256,71414080007.2057,High income: nonOECD,Latin America & Caribbean (all income levels),False,41.87,False,0.451521494723981,0.39225904316161914,0.40223424238022315,,0.3961195444014153,0.3264331181435852,0.3961195444014153,0.1503793675582657
Uzbekistan,,,11.16,8.43,2010.0,,-0.23244637250900305,36.407768249511705,52.17391204833979,0.221862941980362,-0.63176691532135,27.4038467407227,44.4976081848145,0.231237292289734,-1.73785400390625,3.36538457870483,5.741626739501951,0.177457109093666,,,171416127715.87198,Lower middle income,Europe & Central Asia (all income levels),True,35.27,True,,,,,0.4661588459951931,0.48744340822721,0.4661588459951931,0.22595628595783038
Vanuatu,,,5.43,0.75,2010.0,,0.659078001976013,68.4466018676758,90.33816528320308,0.294573128223419,-0.546169817447662,31.25,55.980861663818395,0.332227975130081,-0.35263171792030296,40.384616851806605,55.02392196655271,0.27700465917587297,28125315.4357099,3.45115243825684,784559997.611172,Lower middle income,East Asia & Pacific (all income levels),False,37.18,False,0.10474999158941883,0.12472464028043373,0.11983628261336979,,0.12719004996384706,0.1273464416485035,0.12719004996384706,0.09723721356362161
"Venezuela, RB",,,6.85,5.3,2010.0,,-0.8253546953201291,18.9320392608643,29.468599319457997,0.19970490038394895,-1.2289538383483898,10.0961542129517,17.703350067138697,0.19348980486393,-1.80582284927368,2.88461542129517,4.78468894958496,0.180651679635048,121193609.022059,0.0309478780734656,553310362409.7,High income: nonOECD,Latin America & Caribbean (all income levels),False,46.94,False,0.1769216843904657,0.12590287654638735,0.13637222637368387,,0.13694529082105655,0.16044929839849895,0.13694529082105655,0.10383947527742042
Vietnam,0.2442000471920311,0.2475653833673597,6.28,3.74,2010.0,0.0703,-0.00310578080825508,46.1165046691895,58.454105377197294,0.20479880273342105,-0.0623043924570084,52.40384674072271,62.200958251953104,0.19892506301403,-0.591229796409607,30.288461685180696,44.01913833618161,0.183728620409966,8600000000.0,6.34501440889017,510714838616.985,Lower middle income,East Asia & Pacific (all income levels),False,38.7,False,0.31302266348171404,0.26988728597298667,0.26569096742685777,,0.2666898393839318,0.2143969815783278,0.2666898393839318,0.12511892495988156
Virgin Islands (U.S.),,,,,,,1.26575016975403,94.6601943969727,99.51690673828129,0.27711081504821805,1.17379248142242,86.0576934814453,98.5645904541016,0.459674477577209,0.514969825744629,68.75,89.4736862182617,0.53016859292984,,,,High income: nonOECD,Latin America & Caribbean (all income levels),False,,False,,,,,,,,
West Bank and Gaza,,,,,,,-1.98571634292603,5.8252425193786594,8.21256065368652,0.246550291776657,-0.5277162790298461,32.211540222168004,56.4593315124512,0.34041640162468,0.276534140110016,62.5,77.511962890625,0.35368475317955,2182495002.70475,17.134254128178803,19364673167.1748,Lower middle income,Middle East & North Africa (all income levels),False,34.46,False,,,,,,,,
"Yemen, Rep.",0.10970581006083203,0.07832728932803425,5.9,4.4,2011.0,0.0784,-2.52682828903198,1.45631062984467,5.31400966644287,0.214273899793625,-1.40544068813324,7.2115383148193395,15.7894735336304,0.21082100272178605,-0.844803690910339,21.634614944457997,32.5358848571777,0.20074999332428,3350500000.0,9.29647133420128,96633974186.5592,Lower middle income,Middle East & North Africa (all income levels),False,35.89,False,0.1877429428602023,0.10735766389970783,0.10197372322488311,,0.10563223837541158,0.07849446759970724,0.10563223837541158,0.09802162399938319
Zambia,0.14486472615327964,0.1068065684921182,5.46,1.8,2011.0,0.0358,0.205629989504814,55.339805603027294,64.7342987060547,0.20479880273342105,-0.4685056805610661,36.0576934814453,46.4114837646484,0.181937411427498,-0.515723943710327,32.211540222168004,45.933013916015604,0.172010317444801,58300302.4332848,0.215398680989854,61376523104.37901,Lower middle income,Sub-Saharan Africa (all income levels),False,55.62,False,0.17242513008923288,0.17264307764077755,0.176602299176241,,0.17979663826161502,0.1719574735888355,0.17979663826161502,0.10843207655778551
Zimbabwe,,,5.6,1.3,2011.0,,-0.648449420928955,23.7864074707031,33.3333320617676,0.20479880273342105,-1.17593908309937,12.019230842590304,18.181818008422894,0.190354973077774,-1.8886071443557704,2.4038462638855003,4.78468894958496,0.17713303864002206,43685417.18,0.6339787782764389,27313163339.6617,Low income,Sub-Saharan Africa (all income levels),False,,False,0.06536549611448669,0.06543031070816692,0.06896507524630482,,0.07485716579525215,0.09404680861626018,0.07485716579525215,0.08968762988977987
